docname	wiki	rank
cancer_2.html	National_Foundation_for_Cancer_Research	19
cancer_2.html	AstraZeneca	20
cancer_3.html	Susan_G._Komen_for_the_Cure	1
cancer_3.html	Breast_cancer_awareness	2
cancer_3.html	National_Breast_Cancer_Awareness_Month	3
cancer_3.html	Breast_Cancer_Action	4
cancer_3.html	Breast_cancer	5
cancer_3.html	Breast_cancer_research_stamp	6
cancer_3.html	Pink_ribbon	7
cancer_3.html	Pink_Ribbons,_Inc.	8
cancer_3.html	American_Cancer_Society_Cancer_Action_Network	9
cancer_3.html	Breast_cancer_screening	10
cancer_3.html	Global_Pink_Hijab_Day	11
cancer_3.html	Health_in_Ghana	12
cancer_3.html	Cancer_screening	13
cancer_3.html	Mammography	14
cancer_3.html	Team_Heather	15
cancer_3.html	Nancy_Brinker	16
cancer_3.html	King_Hussein_Cancer_Center	17
cancer_3.html	Triple-negative_breast_cancer	18
cancer_3.html	Ovarian_cancer	19
cancer_3.html	The_Triple_Negative_Breast_Cancer_Foundation	20
anne_frank_14.html	People_associated_with_Anne_Frank	1
anne_frank_14.html	The_Diary_of_a_Young_Girl	2
anne_frank_14.html	Rutka_Laskier	3
anne_frank_14.html	Anne_Frank:_The_Whole_Story	4
anne_frank_14.html	Anne_Frank_and_Me	5
anne_frank_14.html	Cultural_depictions_of_Anne_Frank	6
anne_frank_14.html	The_Attic:_The_Hiding_of_Anne_Frank	7
anne_frank_14.html	Margot_Frank	8
anne_frank_14.html	Anne_Frank	9
anne_frank_14.html	Fritz_Pfeffer	10
anne_frank_14.html	I_Am_Anne_Frank	11
anne_frank_14.html	Victor_Kugler	12
anne_frank_14.html	The_Diary_of_Anne_Frank_(1959_film)	13
anne_frank_14.html	Johannes_Kleiman	14
anne_frank_14.html	Miep_Gies	15
anne_frank_14.html	Searching_for_Anne_Frank:_Letters_from_Amsterdam_to_Iowa	16
anne_frank_14.html	Jan_Gies	17
anne_frank_14.html	Portal:Germany/Selected_article/31	18
anne_frank_14.html	Otto_Frank	19
anne_frank_14.html	Alison_Leslie_Gold	20
anne_frank_12.html	People_associated_with_Anne_Frank	1
anne_frank_12.html	Anne_Frank:_The_Whole_Story	2
anne_frank_12.html	Bergen-Belsen_concentration_camp	3
anne_frank_12.html	Janny_Brandes-Brilleslijper	4
anne_frank_12.html	Anne_Frank	5
anne_frank_12.html	Hanneli_Goslar	6
anne_frank_12.html	Marion's_Triumph	7
anne_frank_12.html	Margot_Frank	8
anne_frank_12.html	Berthe_Meijer	9
anne_frank_12.html	Olga_Horak	10
anne_frank_12.html	Edith_Frank	11
anne_frank_12.html	The_Attic:_The_Hiding_of_Anne_Frank	12
anne_frank_12.html	History_of_children_in_the_Holocaust	13
anne_frank_12.html	Mi_Ricordo_Anna_Frank	14
anne_frank_12.html	Epidemic_typhus	15
anne_frank_12.html	Herzogenbusch_concentration_camp	16
anne_frank_12.html	Laatste_Zeven_Maanden_van_Anne_Frank	17
anne_frank_12.html	Portal:Germany/Selected_article/31	18
anne_frank_12.html	Hélène_Berr	19
anne_frank_12.html	1945_in_Germany	20
anne_frank_3.html	People_associated_with_Anne_Frank	1
anne_frank_3.html	Fritz_Pfeffer	2
anne_frank_3.html	Anne_Frank	3
anne_frank_3.html	Margot_Frank	4
anne_frank_3.html	The_Diary_of_a_Young_Girl	5
anne_frank_3.html	Jan_Gies	6
anne_frank_3.html	Anne_Frank_Remembered	7
anne_frank_3.html	Edith_Frank	8
anne_frank_3.html	Betrayal_of_Anne_Frank	9
anne_frank_3.html	Johannes_Kleiman	10
anne_frank_3.html	Otto_Frank	11
anne_frank_3.html	Rutka_Laskier	12
anne_frank_3.html	Miep_Gies	13
anne_frank_3.html	Anne_Frank_and_Me	14
anne_frank_3.html	Anne_Frank_House	15
anne_frank_3.html	The_Attic:_The_Hiding_of_Anne_Frank	16
anne_frank_3.html	Věra_Kohnová	17
anne_frank_3.html	Anne_Frank:_The_Whole_Story	18
anne_frank_3.html	Hélène_Berr	19
anne_frank_3.html	Cultural_depictions_of_Anne_Frank	20
anne_frank_2.html	People_associated_with_Anne_Frank	1
anne_frank_2.html	Anne_Frank	2
anne_frank_2.html	Otto_Frank	3
anne_frank_2.html	Edith_Frank	4
anne_frank_2.html	Fritz_Pfeffer	5
anne_frank_2.html	Betrayal_of_Anne_Frank	6
anne_frank_2.html	Margot_Frank	7
anne_frank_2.html	Miep_Gies	8
anne_frank_2.html	The_Diary_of_a_Young_Girl	9
anne_frank_2.html	Elfriede_Geiringer	10
anne_frank_2.html	Anne_Frank:_The_Whole_Story	11
anne_frank_2.html	The_Attic:_The_Hiding_of_Anne_Frank	12
anne_frank_2.html	Karl_Silberbauer	13
anne_frank_2.html	Bloeme_Evers-Emden	14
anne_frank_2.html	Victor_Kugler	15
anne_frank_2.html	Anne_Frank_Remembered	16
anne_frank_2.html	Jan_Gies	17
anne_frank_2.html	David_Koker	18
anne_frank_2.html	Portal:Germany/Selected_article/31	19
anne_frank_2.html	The_Diary_of_Anne_Frank_(1959_film)	20
anne_frank_1.html	Anne_Frank	1
anne_frank_1.html	Otto_Frank	2
anne_frank_1.html	Jacqueline_van_Maarsen	3
anne_frank_1.html	The_Diary_of_a_Young_Girl	4
anne_frank_1.html	Anne_Frank_House	5
anne_frank_1.html	Miep_Gies	6
anne_frank_1.html	People_associated_with_Anne_Frank	7
anne_frank_1.html	Margot_Frank	8
anne_frank_1.html	Fritz_Pfeffer	9
anne_frank_1.html	Edith_Frank	10
anne_frank_1.html	Betrayal_of_Anne_Frank	11
anne_frank_1.html	The_Diary_of_Anne_Frank_(1959_film)	12
anne_frank_1.html	Karl_Silberbauer	13
anne_frank_1.html	Jan_Gies	14
anne_frank_1.html	Anne_Frank:_The_Whole_Story	15
anne_frank_1.html	The_Attic:_The_Hiding_of_Anne_Frank	16
anne_frank_1.html	Opekta	17
anne_frank_1.html	Victor_Kugler	18
anne_frank_1.html	Portal:Germany/Selected_article/31	19
anne_frank_1.html	Cultural_depictions_of_Anne_Frank	20
anne_frank_16.html	The_Diary_of_a_Young_Girl	1
anne_frank_16.html	People_associated_with_Anne_Frank	2
anne_frank_16.html	The_Diary_of_Anne_Frank_(TV_serial)	3
anne_frank_16.html	Anne_Frank	4
anne_frank_16.html	The_Diary_of_Anne_Frank_(1959_film)	5
anne_frank_16.html	Jan_Gies	6
anne_frank_16.html	Otto_Frank	7
anne_frank_16.html	Margot_Frank	8
anne_frank_16.html	Fritz_Pfeffer	9
anne_frank_16.html	The_Attic:_The_Hiding_of_Anne_Frank	10
anne_frank_16.html	Betrayal_of_Anne_Frank	11
anne_frank_16.html	Anne_Frank_House	12
anne_frank_16.html	The_Diary_of_Anne_Frank_(1967_TV_film)	13
anne_frank_16.html	Anne_B._Real	14
anne_frank_16.html	Johannes_Kleiman	15
anne_frank_16.html	Miep_Gies	16
anne_frank_16.html	Karl_Silberbauer	17
anne_frank_16.html	The_Diary_of_Anne_Frank_(1987_BBC_TV_serial)	18
anne_frank_16.html	Anne_Frank:_The_Whole_Story	19
anne_frank_16.html	Cultural_depictions_of_Anne_Frank	20
anne_frank_18.html	Anne_Frank	1
anne_frank_18.html	Otto_Frank	2
anne_frank_18.html	Margot_Frank	3
anne_frank_18.html	People_associated_with_Anne_Frank	4
anne_frank_18.html	The_Diary_of_a_Young_Girl	5
anne_frank_18.html	The_Attic:_The_Hiding_of_Anne_Frank	6
anne_frank_18.html	Edith_Frank	7
anne_frank_18.html	Betrayal_of_Anne_Frank	8
anne_frank_18.html	The_Diary_of_Anne_Frank_(1959_film)	9
anne_frank_18.html	Miep_Gies	10
anne_frank_18.html	Anne_Frank:_The_Whole_Story	11
anne_frank_18.html	Fritz_Pfeffer	12
anne_frank_18.html	Jacqueline_van_Maarsen	13
anne_frank_18.html	Anne_Frank_House	14
anne_frank_18.html	The_Diary_of_Anne_Frank_(TV_serial)	15
anne_frank_18.html	Karl_Silberbauer	16
anne_frank_18.html	Portal:Germany/Selected_article/31	17
anne_frank_18.html	Jan_Gies	18
anne_frank_18.html	Bloeme_Evers-Emden	19
anne_frank_18.html	Elfriede_Geiringer	20
anne_frank_8.html	The_Diary_of_a_Young_Girl	1
anne_frank_8.html	Anne_Frank	2
anne_frank_8.html	People_associated_with_Anne_Frank	3
anne_frank_8.html	Margot_Frank	4
anne_frank_8.html	The_Diary_of_Anne_Frank_(TV_serial)	5
anne_frank_8.html	Edith_Frank	6
anne_frank_8.html	Karl_Silberbauer	7
anne_frank_8.html	Fritz_Pfeffer	8
anne_frank_8.html	Anne_Frank:_The_Whole_Story	9
anne_frank_8.html	Otto_Frank	10
anne_frank_8.html	Betrayal_of_Anne_Frank	11
anne_frank_8.html	Miep_Gies	12
anne_frank_8.html	Anne_Frank_House	13
anne_frank_8.html	The_Diary_of_Anne_Frank_(1959_film)	14
anne_frank_8.html	Portal:Germany/Selected_article/31	15
anne_frank_8.html	The_Attic:_The_Hiding_of_Anne_Frank	16
anne_frank_8.html	Victor_Kugler	17
anne_frank_8.html	Jan_Gies	18
anne_frank_8.html	Tales_from_the_Secret_Annex	19
anne_frank_8.html	Elfriede_Geiringer	20
anne_frank_7.html	The_Diary_of_a_Young_Girl	1
anne_frank_7.html	Anne_Frank	2
anne_frank_7.html	Cultural_depictions_of_Anne_Frank	3
anne_frank_7.html	Wikipedia:Featured_article_candidates/Anne_Frank	4
anne_frank_7.html	Anne_Frank_House	5
anne_frank_7.html	Jacqueline_van_Maarsen	6
anne_frank_7.html	Johannes_Kleiman	7
anne_frank_7.html	Tales_from_the_Secret_Annex	8
anne_frank_7.html	The_Diary_of_Anne_Frank_(disambiguation)	9
anne_frank_7.html	Otto_Frank	10
anne_frank_7.html	Margot_Frank	11
anne_frank_7.html	The_Diary_of_Anne_Frank_(1959_film)	12
anne_frank_7.html	The_Freedom_Writers_Diary	13
anne_frank_7.html	Searching_for_Anne_Frank:_Letters_from_Amsterdam_to_Iowa	14
anne_frank_7.html	Cissy_van_Marxveldt	15
anne_frank_7.html	Meyer_Levin	16
anne_frank_7.html	Hélène_Berr	17
anne_frank_7.html	People_associated_with_Anne_Frank	18
anne_frank_7.html	Joop_ter_Heul	19
anne_frank_7.html	Portal:Judaism/Featured_Article/7	20
anne_frank_5.html	Memory_(2006_film)	1
anne_frank_5.html	Next_Magazine_(Santa_Monica)	2
anne_frank_5.html	Wings_of_Heaven	3
anne_frank_5.html	Kent_Bellows	4
anne_frank_5.html	Charlie_Mars	5
anne_frank_5.html	I'm_No_Dummy	6
anne_frank_5.html	2008_BCI_Irish_music_crisis	7
anne_frank_5.html	The_Bays	8
anne_frank_5.html	Gravity_(Westlife_album)	9
anne_frank_5.html	Vikas_Yadav	10
anne_frank_5.html	I'm_with_You_Sessions	11
anne_frank_5.html	Mark_D._Sanders	12
anne_frank_5.html	Big_Kuntry_King	13
anne_frank_5.html	Walk_Away_(Five_Finger_Death_Punch_song)	14
anne_frank_5.html	The_Badloves	15
anne_frank_5.html	Jigyel_Ugyen_Wangchuck	16
anne_frank_5.html	The_Dirtball	17
anne_frank_5.html	Spencer_Day	18
anne_frank_5.html	My_Ruin	19
anne_frank_5.html	Fjögur_píanó	20
cheese_4.html	Cheese	1
cheese_4.html	Cheesemaker	2
cheese_4.html	Manufacture_of_Cheddar_cheese	3
cheese_4.html	Milk	4
cheese_4.html	Whey	5
cheese_4.html	Soy_milk	6
cheese_4.html	Pizza_cheese	7
cheese_4.html	United_States_raw_milk_debate	8
cheese_4.html	Lactose_intolerance	9
cheese_4.html	Camel_milk	10
cheese_4.html	Curd	11
cheese_4.html	Dairy_product	12
cheese_4.html	Condensed_milk	13
cheese_4.html	Butterfat	14
cheese_4.html	Cheddar_cheese	15
cheese_4.html	Types_of_cheese	16
cheese_4.html	Strained_yogurt	17
cheese_4.html	Beecher's_Handmade_Cheese	18
cheese_4.html	Wikipedia:0.7/0.7index/Food_and_drink	19
cheese_4.html	Buffalo_curd	20
cheese_14.html	Gluten-free_diet	1
cheese_14.html	Gluten-free_beer	2
cheese_14.html	Maltodextrin	3
cheese_14.html	Shearer's_Foods	4
cheese_14.html	Gluten	5
cheese_14.html	Rye_bread	6
cheese_14.html	Gluten_sensitivity	7
cheese_14.html	Wheat_gluten_(food)	8
cheese_14.html	Flour	9
cheese_14.html	Tapioca	10
cheese_14.html	Quorn	11
cheese_14.html	Triticeae_glutens	12
cheese_14.html	Bread	13
cheese_14.html	Shampoo	14
cheese_14.html	French_Meadow_Bakery	15
cheese_14.html	Czech_cuisine	16
cheese_14.html	Wheat_allergy	17
cheese_14.html	Wikipedia:0.7/0.7index/Food_and_drink	18
cheese_14.html	Tempura	19
cheese_14.html	Arrowroot	20
cheese_7.html	Types_of_cheese	1
cheese_7.html	Mold_growth,_assessment,_and_remediation	2
cheese_7.html	Food_microbiology	3
cheese_7.html	Blue_cheese	4
cheese_7.html	Mold_health_issues	5
cheese_7.html	Food_Biotechnology	6
cheese_7.html	Mayo_Clinic_Diet	7
cheese_7.html	List_of_food_festivals_in_the_United_Kingdom	8
cheese_7.html	Mold	9
cheese_7.html	Cherni_Vit_(cheese)	10
cheese_7.html	Microbial_Food_Cultures	11
cheese_7.html	Rennet	12
cheese_7.html	Bird-safe	13
cheese_7.html	Juicing	14
cheese_7.html	Cooking_oil	15
cheese_7.html	Augustus_Stinchfield	16
cheese_7.html	Cheese	17
cheese_7.html	High-protein_diet	18
cheese_7.html	Polystyrene	19
cheese_7.html	Preventice	20
cheese_5.html	Pizza_cheese	1
cheese_5.html	Wisconsin_cheese	2
cheese_5.html	Mlekara_Subotica	3
cheese_5.html	Fairview_Wine_and_Cheese	4
cheese_5.html	Comté_cheese	5
cheese_5.html	Prairie_Farms_Dairy	6
cheese_5.html	Dairy	7
cheese_5.html	Maytag_Blue_cheese	8
cheese_5.html	Tomme_des_Pyrénées	9
cheese_5.html	Tillamook_County_Creamery_Association	10
cheese_5.html	Dunlop_cheese	11
cheese_5.html	Cheddar_cheese	12
cheese_5.html	Milk_equivalent	13
cheese_5.html	Dairy_farming	14
cheese_5.html	Beecher's_Handmade_Cheese	15
cheese_5.html	Dairy_farming_in_New_Zealand	16
cheese_5.html	J&L_Grubb	17
cheese_5.html	Maytag_Dairy_Farms	18
cheese_5.html	Camel_milk	19
cheese_5.html	Fivemiletown_Creamery	20
cheese_11.html	Shearer's_Foods	1
cheese_11.html	Gluten-free_diet	2
cheese_11.html	Burger_King_products	3
cheese_11.html	Daiya	4
cheese_11.html	Bulk_Barn	5
cheese_11.html	Pizza_cheese	6
cheese_11.html	Special_K	7
cheese_11.html	Chreese	8
cheese_11.html	Quorn	9
cheese_11.html	Pasta	10
cheese_11.html	Salad	11
cheese_11.html	American_cheese	12
cheese_11.html	The_Smith's_Snackfood_Company	13
cheese_11.html	Hamburger	14
cheese_11.html	French_Meadow_Bakery	15
cheese_11.html	Crêpe	16
cheese_11.html	International_availability_of_McDonald's_products	17
cheese_11.html	Downslope_Distilling	18
cheese_11.html	Okonomiyaki	19
cheese_11.html	Chicago-style_hot_dog	20
cheese_9.html	Types_of_cheese	1
cheese_9.html	Cheese_ripening	2
cheese_9.html	Maytag_Blue_cheese	3
cheese_9.html	Cheese	4
cheese_9.html	Brie	5
cheese_9.html	Cheesemaker	6
cheese_9.html	Egyptian_cheese	7
cheese_9.html	Camembert	8
cheese_9.html	Havarti	9
cheese_9.html	Tilsit_cheese	10
cheese_9.html	Mozzarella	11
cheese_9.html	Roquefort	12
cheese_9.html	Fiberglass_molding	13
cheese_9.html	Bladesmith	14
cheese_9.html	Oka_cheese	15
cheese_9.html	Clochette	16
cheese_9.html	Polishing_(metalworking)	17
cheese_9.html	Humboldt_Fog	18
cheese_9.html	Colony_cheese	19
cheese_9.html	Manufacture_of_Cheddar_cheese	20
cheese_3.html	The_Crackpots_and_These_Women	1
cheese_3.html	Cheshire_Mammoth_Cheese	2
cheese_3.html	White_House_intruders	3
cheese_3.html	White_House_(disambiguation)	4
cheese_3.html	White_House_Complex	5
cheese_3.html	William_Short_(American_ambassador)	6
cheese_3.html	Quincy_House_(Brookland)	7
cheese_3.html	Martha_Jefferson_Randolph	8
cheese_3.html	Physician_to_the_President	9
cheese_3.html	Edwin_"Pa"_Watson	10
cheese_3.html	James_Hemings	11
cheese_3.html	White_House_History	12
cheese_3.html	Macaroni_and_cheese	13
cheese_3.html	White_House_Honey_Ale	14
cheese_3.html	Mark_Jefferson_(geographer)	15
cheese_3.html	North_Lawn_(White_House)	16
cheese_3.html	South_Lawn_(White_House)	17
cheese_3.html	Joan_Abrahamson	18
cheese_3.html	Executive_Office_of_the_President_of_the_United_States	19
cheese_3.html	White_House_Grammar_School	20
cheese_12.html	List_of_diets	1
cheese_12.html	Paleolithic_diet	2
cheese_12.html	Raw_foodism	3
cheese_12.html	Dog_food	4
cheese_12.html	Veganism	5
cheese_12.html	Wikipedia:0.7/0.7index/Food_and_drink	6
cheese_12.html	Vegetarian_cuisine	7
cheese_12.html	Canada's_Food_Guide	8
cheese_12.html	List_of_nutrition_guides	9
cheese_12.html	Gluten-free_diet	10
cheese_12.html	Casein	11
cheese_12.html	Gluten-free,_casein-free_diet	12
cheese_12.html	Brazilian_cuisine	13
cheese_12.html	Slimming_World	14
cheese_12.html	Pasta	15
cheese_12.html	Slow-Carb_Diet	16
cheese_12.html	Portal:Food/News_archive	17
cheese_12.html	Food_intolerance	18
cheese_12.html	Weaning	19
cheese_12.html	Food_faddism	20
cheese_16.html	Gluten-free_diet	1
cheese_16.html	French_Meadow_Bakery	2
cheese_16.html	Quality_Assurance_International	3
cheese_16.html	Gluten-free_beer	4
cheese_16.html	Organic_Valley	5
cheese_16.html	Enjoy_Life_Foods	6
cheese_16.html	Amy's_Kitchen	7
cheese_16.html	Xanthan_gum	8
cheese_16.html	Nardo's_Natural	9
cheese_16.html	Food_policy	10
cheese_16.html	Boca_Burger	11
cheese_16.html	Eden_Foods_Inc.	12
cheese_16.html	GoGo_Squeez	13
cheese_16.html	Erewhon_Organic_Cereal	14
cheese_16.html	Erbert_&_Gerbert's	15
cheese_16.html	Chreese	16
cheese_16.html	Little_Soya	17
cheese_16.html	Brasserie_Brunehaut	18
cheese_16.html	Nature's_Path	19
cheese_16.html	Compounding	20
